Fecha,Media
15/2/2011,0.143373641
16/2/2011,0.098347208
17/2/2011,0.099532114
18/2/2011,0.085313241
19/2/2011,0.007109437
20/2/2011,0.004739624
21/2/2011,0.141003829
22/2/2011,0.157592515
23/2/2011,0.149298172
24/2/2011,0.063984931
25/2/2011,0.114935894
26/2/2011,0.027252841
27/2/2011,0.020143404
28/2/2011,0.227501976
1/3/2011,0.049766057
2/3/2011,0.045026433
3/3/2011,0.037916996
4/3/2011,0.069909461
5/3/2011,0.009479249
6/3/2011,0.004739624
7/3/2011,0.107826457
8/3/2011,0.0580604
9/3/2011,0.048581151
10/3/2011,0.052135869
11/3/2011,0.104271739
12/3/2011,0.060430212
13/3/2011,0.067539649
14/3/2011,0.176551013
15/3/2011,0.286747282
16/3/2011,0.373245429
17/3/2011,0.360211462
18/3/2011,0.355471837
19/3/2011,0.106641551
20/3/2011,0.072279274
21/3/2011,0.193139698
22/3/2011,0.191954792
23/3/2011,0.136264204
24/3/2011,0.16825667
25/3/2011,0.391019021
26/3/2011,0.138634017
27/3/2011,0.086498147
28/3/2011,0.264234066
29/3/2011,0.279637845
30/3/2011,0.388649209
31/3/2011,0.434860548
1/4/2011,0.676581397
2/4/2011,0.732271985
3/4/2011,1.533268525
4/4/2011,2.450385866
5/4/2011,2.346114127
6/4/2011,2.032114004
7/4/2011,1.907698861
8/4/2011,2.224068796
9/4/2011,2.329525441
10/4/2011,2.320046192
11/4/2011,2.25961598
12/4/2011,1.911253579
13/4/2011,1.77024975
14/4/2011,1.481132656
15/4/2011,1.359087325
16/4/2011,1.071155137
17/4/2011,1.096038165
18/4/2011,1.096038165
19/4/2011,1.103147602
20/4/2011,1.073524949
21/4/2011,0.996506051
22/4/2011,0.988211708
23/4/2011,0.848392785
24/4/2011,0.936075838
25/4/2011,1.081819292
26/4/2011,1.212158966
27/4/2011,1.061675888
28/4/2011,1.009540018
29/4/2011,0.847207879
30/4/2011,0.569939846
1/5/2011,0.79507201
2/5/2011,0.878015438
3/5/2011,0.780853136
4/5/2011,0.862611659
5/5/2011,0.930151308
6/5/2011,1.034423047
7/5/2011,1.229932557
8/5/2011,1.963389449
9/5/2011,1.76432522
10/5/2011,1.520234558
11/5/2011,1.603177987
12/5/2011,1.897034706
13/5/2011,1.837789399
14/5/2011,1.302211831
15/5/2011,1.541562868
16/5/2011,1.38515526
17/5/2011,1.246521243
18/5/2011,1.287992957
19/5/2011,1.350792982
20/5/2011,1.267849553
21/5/2011,0.710943675
22/5/2011,0.928966402
23/5/2011,1.266664647
24/5/2011,0.942000369
25/5/2011,0.849577691
26/5/2011,0.965698492
27/5/2011,1.633985546
28/5/2011,0.989396614
29/5/2011,0.994136239
30/5/2011,1.269034459
31/5/2011,1.393449603
1/6/2011,0.832989006
2/6/2011,0.840098442
3/6/2011,1.073524949
4/6/2011,1.336574109
5/6/2011,1.188460843
6/6/2011,1.318800517
7/6/2011,1.169502345
8/6/2011,1.207419341
9/6/2011,1.168317439
10/6/2011,1.25363068
11/6/2011,0.973992834
12/6/2011,0.979917365
13/6/2011,1.164762721
14/6/2011,1.058121169
15/6/2011,0.869721095
16/6/2011,0.881570157
17/6/2011,0.928966402
18/6/2011,0.536762474
19/6/2011,0.57467947
20/6/2011,0.643404026
21/6/2011,0.655253087
22/6/2011,0.74293614
23/6/2011,0.702649332
24/6/2011,0.702649332
25/6/2011,0.32703409
26/6/2011,0.164701951
27/6/2011,0.449079421
28/6/2011,0.41590205
29/6/2011,0.550981348
30/6/2011,0.45263414
1/7/2011,0.270158596
2/7/2011,0.048581151
3/7/2011,0.195509511
4/7/2011,0.593637968
5/7/2011,0.228686882
6/7/2011,0.201434041
7/7/2011,0.35784165
8/7/2011,0.195509511
9/7/2011,0.07938871
10/7/2011,0.066354743
11/7/2011,0.119675519
12/7/2011,0.129154768
13/7/2011,0.291486907
14/7/2011,0.32110956
15/7/2011,0.172996294
16/7/2011,0.100717021
17/7/2011,0.052135869
18/7/2011,0.087683053
19/7/2011,0.097162302
20/7/2011,0.084128335
21/7/2011,0.081758523
22/7/2011,0.105456645
23/7/2011,0.027252841
24/7/2011,0.007109437
25/7/2011,0.113750988
26/7/2011,0.380354866
27/7/2011,0.383909584
28/7/2011,0.447894515
29/7/2011,0.234611413
30/7/2011,0.045026433
31/7/2011,0.02132831
1/8/2011,0.1161208
2/8/2011,0.092422678
3/8/2011,0.101901927
4/8/2011,0.125600049
5/8/2011,0.650513462
6/8/2011,0.613781373
7/8/2011,0.26897369
8/8/2011,0.13744911
9/8/2011,0.136264204
10/8/2011,0.233426507
11/8/2011,0.151667984
12/8/2011,0.202618947
13/8/2011,0.133894392
14/8/2011,0.15285289
15/8/2011,0.209728384
16/8/2011,0.122045331
17/8/2011,0.169441576
18/8/2011,0.15285289
19/8/2011,0.118490612
20/8/2011,0.043841527
21/8/2011,0.034362278
22/8/2011,0.071094367
23/8/2011,0.050950963
24/8/2011,0.049766057
25/8/2011,0.040286808
26/8/2011,0.031992465
27/8/2011,0.018958498
28/8/2011,0.017773592
29/8/2011,0.022513216
30/8/2011,0.018958498
31/8/2011,0.033177371
1/9/2011,0.030807559
2/9/2011,0.020143404
3/9/2011,0.062800025
4/9/2011,0.027252841
5/9/2011,0.071094367
6/9/2011,0.054505682
7/9/2011,0.010664155
8/9/2011,0.005924531
9/9/2011,0.020143404
10/9/2011,0.003554718
11/9/2011,0.002369812
12/9/2011,0.011849061
13/9/2011,0.010664155
14/9/2011,0.010664155
15/9/2011,0.092422678
16/9/2011,0.077018898
17/9/2011,0.023698122
18/9/2011,0.018958498
19/9/2011,0.026067935
20/9/2011,0.020143404
21/9/2011,0.01540378
22/9/2011,0.016588686
23/9/2011,0.016588686
24/9/2011,0.004739624
25/9/2011,0.008294343
26/9/2011,0.013033967
27/9/2011,0.013033967
28/9/2011,0.001184906
29/9/2011,0.014218873
30/9/2011,0.017773592
1/10/2011,0.001184906
2/10/2011,0.001184906
3/10/2011,0.011849061
4/10/2011,0.008294343
5/10/2011,0.007109437
6/10/2011,0.007109437
7/10/2011,0.008294343
8/10/2011,0
9/10/2011,0
10/10/2011,0.02132831
11/10/2011,0.029622653
12/10/2011,0.011849061
13/10/2011,0.002369812
14/10/2011,0.027252841
15/10/2011,0
16/10/2011,0
17/10/2011,0.028437747
18/10/2011,0.017773592
19/10/2011,0.037916996
20/10/2011,0.022513216
21/10/2011,0.011849061
22/10/2011,0
23/10/2011,0
24/10/2011,0.071094367
25/10/2011,0.280822752
26/10/2011,0.027252841
27/10/2011,0.196694417
28/10/2011,0.124415143
29/10/2011,0.027252841
30/10/2011,0.013033967
31/10/2011,0.056875494
1/11/2011,0.013033967
2/11/2011,0.22631707
3/11/2011,3.359208863
4/11/2011,2.70277087
5/11/2011,1.603177987
6/11/2011,2.11268762
7/11/2011,4.118733689
8/11/2011,1.900589424
9/11/2011,1.093668353
10/11/2011,0.862611659
11/11/2011,0.856687128
12/11/2011,0.596007781
13/11/2011,0.319924654
14/11/2011,0.697909707
15/11/2011,0.549796442
16/11/2011,0.740566328
17/11/2011,0.558090785
18/11/2011,0.515434164
19/11/2011,0.245275568
20/11/2011,0.169441576
21/11/2011,0.649328556
22/11/2011,0.444339797
23/11/2011,0.231056694
24/11/2011,0.298596343
25/11/2011,0.298596343
26/11/2011,0.193139698
27/11/2011,0.059245306
28/11/2011,0.387464303
29/11/2011,0.197879323
30/11/2011,0.139818923
1/12/2011,0.16825667
2/12/2011,0.18958498
3/12/2011,0.046211339
4/12/2011,0.04265662
5/12/2011,0.16825667
6/12/2011,0.090052865
7/12/2011,0.233426507
8/12/2011,0.07346418
9/12/2011,0.2322416
10/12/2011,0.031992465
11/12/2011,0.024883029
12/12/2011,0.1741812
13/12/2011,0.084128335
14/12/2011,0.080573616
15/12/2011,0.071094367
16/12/2011,0.081758523
17/12/2011,0.02132831
18/12/2011,0.020143404
19/12/2011,0.163517045
20/12/2011,0.162332139
21/12/2011,0.219207633
22/12/2011,0.272528409
23/12/2011,0.169441576
24/12/2011,0.041471714
25/12/2011,0.027252841
26/12/2011,0.183660449
27/12/2011,0.193139698
28/12/2011,0.178920825
29/12/2011,0.254754817
30/12/2011,0.218022727
31/12/2011,0.047396245
1/1/2012,0.054505682
2/1/2012,0.24764538
3/1/2012,0.20498876
4/1/2012,0.216837821
5/1/2012,0.215652915
6/1/2012,0.322294466
7/1/2012,0.097162302
8/1/2012,0.026067935
9/1/2012,0.170626482
10/1/2012,0.169441576
11/1/2012,0.159962327
12/1/2012,0.183660449
13/1/2012,0.227501976
14/1/2012,0.01540378
15/1/2012,0.011849061
16/1/2012,0.161147233
17/1/2012,0.223947258
18/1/2012,0.113750988
19/1/2012,0.107826457
20/1/2012,0.148113266
21/1/2012,0.010664155
22/1/2012,0.005924531
23/1/2012,0.138634017
24/1/2012,0.138634017
25/1/2012,0.142188735
26/1/2012,0.145743453
27/1/2012,0.112566082
28/1/2012,0.010664155
29/1/2012,0.003554718
30/1/2012,0.13744911
31/1/2012,0.086498147
1/2/2012,0.086498147
2/2/2012,0.103086833
3/2/2012,0.008294343
4/2/2012,0.002369812
5/2/2012,0.005924531
6/2/2012,0.141003829
7/2/2012,0.082943429
8/2/2012,0.095977396
9/2/2012,0.149298172
10/2/2012,0.09479249
11/2/2012,0.003554718
12/2/2012,0.002369812
13/2/2012,0.097162302
14/2/2012,0.095977396
15/2/2012,0.13744911
16/2/2012,0.13152458
17/2/2012,0.091237772
18/2/2012,0.045026433
19/2/2012,0.047396245
20/2/2012,0.231056694
21/2/2012,0.22631707
22/2/2012,0.04265662
23/2/2012,0.241720849
24/2/2012,0.190769886
25/2/2012,0.063984931
26/2/2012,0.065169837
27/2/2012,0.186030262
28/2/2012,0.260679347
29/2/2012,0.272528409
1/3/2012,0.200249135
2/3/2012,0.209728384
3/3/2012,0.072279274
4/3/2012,0.059245306
5/3/2012,0.213283102
6/3/2012,0.267788784
7/3/2012,0.257124629
8/3/2012,0.150483078
9/3/2012,0.214468009
10/3/2012,0.055690588
11/3/2012,0.041471714
12/3/2012,0.16825667
13/3/2012,0.231056694
14/3/2012,0.086498147
15/3/2012,0.279637845
16/3/2012,0.353102025
17/3/2012,0.347177495
18/3/2012,0.240535943
19/3/2012,0.280822752
20/3/2012,0.277268033
21/3/2012,0.446709609
22/3/2012,0.613781373
23/3/2012,0.373245429
24/3/2012,0.258309535
25/3/2012,0.278452939
26/3/2012,0.545056817
